scenicness,connectivity,objects,description,id,latitude,longitude,image_path,greenery_pct,building_pct,sky_pct,road_pct,water_pct
4,9,"['road', 'overpass', 'traffic signs', 'speed limit sign', 'trees', 'buildings', 'grass', 'lane markings']","A multi-lane highway passes under an overpass with directional signs, surrounded by trees and a stone retaining wall.",3365,38.8979391894183,-77.05283626738922,DC_images/dc_3365.jpg,12.139892578125,1.109130859375,28.4453125,42.78466796875,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",The image is a plain white background with a message indicating no imagery is available.,5261,38.82227961453147,-77.01362708838597,DC_images/dc_5261.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
7,6,"['motorboat', 'life jackets bag', 'fuel containers', 'water', 'trees', 'bridge', 'sky', 'clouds', 'person (partially visible)']","A small motorboat travels down a river toward a bridge, bordered by trees under a partly cloudy sky.",7691,38.8871359182312,-76.96522979468944,DC_images/dc_7691.jpg,5.009521484375,0.35205078125,45.095458984375,0.0,33.633544921875
2,3,"['stone building', 'windows', 'metal bars', 'chain-link fence', 'shadow of tree/leaves', 'air conditioning unit', 'concrete ground']",A close-up view of a stone-faced residential building corner with barred windows and a chain-link fence.,4648,38.9501961520899,-77.02749511463242,DC_images/dc_4648.jpg,0.0,96.142333984375,0.0,0.015625,0.0
4,8,"['crosswalk', 'street', 'sidewalk', 'cars', 'trees', 'lamp post', 'building', 'power lines', 'fence']","A typical urban street scene with a crosswalk, cars, sidewalks, trees, and buildings on a clear day.",5286,38.8673218295721,-77.01363568879935,DC_images/dc_5286.jpg,6.748046874999999,16.25830078125,31.299072265625,31.7919921875,0.0
4,6,"['cars', 'parking lot', 'sidewalk', 'trees', 'construction fence', 'sign', 'traffic cone', 'grass', 'cloudy sky']","A parking lot with several parked cars, surrounded by trees and a construction fence under a partly cloudy sky.",5549,38.930380795546064,-77.00903450580223,DC_images/dc_5549.jpg,13.968994140624998,0.0,40.06982421875,36.84619140625,0.0
5,8,"['trees', 'cars', 'vans', 'bicycles', 'bicycle rack', 'sidewalk', 'buildings', 'windows', 'doors', 'street']","A well-developed urban street lined with trees, parked vehicles, and modern brick buildings on a clear day.",6558,38.89975222214024,-76.98827995162975,DC_images/dc_6558.jpg,13.127685546875,19.228515625,22.541015625,38.385009765625,0.0
0,0,"['text: Sorry, we have no imagery here.']",The image contains only a plain background with a message stating that no imagery is available.,4696,38.83128617048763,-77.02514590644225,DC_images/dc_4696.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
7,6,"['tree', 'sidewalk', 'house', 'lawn', 'bushes', 'car', 'street', 'shrubs']","A suburban street with mature trees, well-kept lawns, and houses partly obscured by greenery.",2257,38.95557967575638,-77.07595336388324,DC_images/dc_2257.jpg,56.86279296875,6.922363281250001,8.776611328125,18.958740234375,0.0
0,0,"[""text ('Sorry, we have no imagery here.')"", 'white background']",This image is a blank placeholder with a message indicating no available imagery.,2476,38.9393676858944,-77.07132226763267,DC_images/dc_2476.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
4,7,"['building', 'trees', 'cars', 'street', 'sidewalk', 'lamp post', 'clouds', 'fence']",A wide street with a sidewalk runs alongside a large institutional building lined with trees and parked cars under a partly cloudy sky.,5410,38.885338867499065,-77.01133396723404,DC_images/dc_5410.jpg,8.435791015625,8.741455078125,33.8642578125,31.229492187500004,0.0
2,5,"['trees', 'utility pole', 'fence', 'trash bins', 'residential buildings', 'garages', 'power lines', 'sidewalk', 'paved alley']","A narrow back alley lined with trees, fences, trash bins, and utility poles in an urban neighborhood.",4666,38.982625833120494,-77.02750762893106,DC_images/dc_4666.jpg,14.410888671875,8.872314453125,30.555908203125,37.7783203125,0.0
0,0,"['text: Sorry, we have no imagery here.']",A blank white background with a message stating there is no available imagery.,4433,38.97361643276668,-77.03212019224925,DC_images/dc_4433.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
5,7,"['trees', 'grass', 'road', 'sidewalk', 'brick houses', 'fence', 'street signs', 'stop sign', 'car', 'curb']","A quiet residential street corner with brick houses, trees, and well-kept lawns.",6244,38.95019928653349,-76.99519344419036,DC_images/dc_6244.jpg,38.71728515625,7.12939453125,15.21875,30.4365234375,0.0
5,8,"['trees', 'cars', 'vans', 'sidewalk', 'apartment buildings', 'power lines', 'road', 'street signs']","A tree-lined suburban street with parked cars and apartment buildings on a clear, sunny day.",4539,38.9592038522963,-77.02980614330109,DC_images/dc_4539.jpg,24.836181640625,5.81689453125,24.680419921875,35.549560546875,0.0
4,8,"['people', 'buses', 'trees', 'picnic tables', 'grass']","A group of people is gathered around picnic tables under trees, with several parked buses visible in the background.",4826,38.860113657314656,-77.0228517123501,DC_images/dc_4826.jpg,66.09375,0.0166015625,5.981689453125,0.073974609375,0.0
5,6,"['sidewalk', 'asphalt path', 'tree', 'grass', 'fence', 'sign', 'building', 'shrub', 'blurred area']","A quiet residential area featuring a curving path, trees, and a fenced yard beside a sidewalk.",8361,38.86190746940529,-76.95141563542597,DC_images/dc_8361.jpg,31.43359375,2.171875,27.601806640625,14.383544921875,0.0
0,0,"[""text ('Sorry, we have no imagery here.')"", 'plain white background']",This image contains a plain white background with a message stating there is no imagery available.,5553,38.93758743714436,-77.00903541900757,DC_images/dc_5553.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
7,8,"['statues', 'bushes', 'trees', 'people', 'wall', 'sky', 'airplane']","This image shows a memorial park with multiple soldier statues, a black stone wall, green bushes, trees, and people walking around.",3702,38.8889337451466,-77.04591375441171,DC_images/dc_3702.jpg,52.199462890625,0.0,30.339599609375,1.702392578125,0.0
3,6,"['brick building', 'sidewalk', 'grass', 'speed hump sign', 'utility wires', 'blue door', 'windows', 'trees', 'street', 'pole']","A plain brick building with a blue door, speed hump sign, and utility wires overhead on a quiet street.",8259,38.88352856612526,-76.95370601989116,DC_images/dc_8259.jpg,15.735107421875,19.196044921875,40.80712890625,14.2119140625,0.0
6,2,"['trees', 'grass', 'shrubbery', 'road', 'curb']","A densely wooded area borders a quiet roadside, creating a lush green natural scene.",7679,38.8655157697908,-76.96524032772976,DC_images/dc_7679.jpg,69.243408203125,0.0,0.05126953125,1.88134765625,22.86474609375
5,6,"['brick townhouse', 'tree', 'white SUV', 'white sedan', 'sidewalk', 'asphalt road', 'bushes', 'windows', 'garage doors', 'forest trees', 'sky']","A quiet residential street with brick townhouses, parked cars, and trees under a blue sky.",3294,38.97540946187976,-77.0552017882377,DC_images/dc_3294.jpg,26.203125,13.692138671875002,22.10791015625,27.231445312500004,0.0
7,1,"['trees', 'fallen branches', 'green foliage', 'lake or river', 'undergrowth', 'leaves']","A dense, leafy forest area with fallen branches, overlooking a lake or river partially visible through the trees.",2796,38.89973507836397,-77.06436574997377,DC_images/dc_2796.jpg,66.583984375,0.0,8.8916015625,0.0,1.05908203125
7,6,"['trees', 'grass', 'road', 'shadows', 'fence']","A quiet, tree-lined road winds through a lush, green park area with dappled sunlight and natural surroundings.",3275,38.94117808160883,-77.05517528294276,DC_images/dc_3275.jpg,66.86376953125,0.0,1.051513671875,32.084716796875,0.0
4,6,"['box truck', 'car', 'sedan', 'sidewalk', 'trees', 'power lines', 'street light', 'fence', 'apartment building', 'grass', 'road']","A calm urban street lined with parked vehicles, trees, and residential buildings.",6998,38.87092411210267,-76.9790658891876,DC_images/dc_6998.jpg,18.982177734375,1.8984375,36.0087890625,31.763427734375,0.0
7,4,"['paved path', 'grass', 'trees', 'bushes', 'small house/building']","A quiet paved path winds through a grassy, tree-lined park area with a small building visible in the distance.",7474,38.90695559758968,-76.96983186026948,DC_images/dc_7474.jpg,58.89916992187501,0.1357421875,17.9326171875,23.032470703125,0.0
3,6,"['apartment buildings', 'cars', 'fence', 'streetlamp', 'sidewalk', 'trees', 'street', 'grass', 'sign']","A residential urban street with apartment buildings, parked cars, and a clear blue sky.",5420,38.90335560236564,-77.0113368299452,DC_images/dc_5420.jpg,1.5993652343750002,22.0693359375,31.2998046875,35.556396484375,0.0
5,4,"['road', 'trees', 'grass', 'shrubs', 'vines']",A quiet road runs alongside a densely wooded area with tall leafless trees and undergrowth.,8364,38.86731251694345,-76.95141195588239,DC_images/dc_8364.jpg,25.821533203125004,0.0,33.712158203125,28.341064453125,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",The image is a blank screen with a message stating no imagery is available.,5145,38.81867593167646,-77.01592941386396,DC_images/dc_5145.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",The image shows a blank area with a message indicating that no imagery is available.,3979,38.977216823920486,-77.04135436414285,DC_images/dc_3979.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
7,8,"['river', 'bridge', 'guardrail', 'trees', 'buildings', 'clouds', 'sky', 'lamp post']","A bridge spans over a wide river bordered by trees, with buildings and a cloudy sky in the background.",2792,38.89252838841264,-77.06435924801139,DC_images/dc_2792.jpg,5.78515625,0.9931640625,45.59814453125,20.44091796875,9.7314453125
6,8,"['cars', 'trees', 'sidewalk', 'crosswalk', 'street signs', 'buildings', 'fence', 'clouds', 'road']","A pleasant urban street scene with cars, lush trees, and a mix of residential buildings on a partly cloudy day.",4513,38.91236070143018,-77.02978656704963,DC_images/dc_4513.jpg,14.335205078124998,1.6516113281250002,37.7353515625,39.130615234375,0.0
0,0,"[""text ('Sorry, we have no imagery here.')"", 'blank background']",This image shows a blank background with text indicating that no imagery is available.,3852,38.95379454592519,-77.04364815413871,DC_images/dc_3852.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
4,6,"['trees', 'trash bin', 'garbage bags', 'cars', 'apartment buildings', 'street', 'sidewalk', 'power lines', 'grass']",A residential street with parked cars and apartment buildings surrounded by trees and some visible garbage bins.,6522,38.83489167614928,-76.98829059822755,DC_images/dc_6522.jpg,49.194580078125,2.3076171875,4.111572265625,8.3837890625,0.0
7,6,"['trees', 'sidewalk', 'street', 'brick building', 'lamp post', 'cars', 'fence', 'grass']",A quiet street lined with trees and a brick sidewalk beside a fenced building.,5865,38.88353772164478,-77.00211325467181,DC_images/dc_5865.jpg,44.9931640625,2.83740234375,7.73583984375,31.0087890625,0.0
4,7,"['cars', 'pickup truck', 'sidewalk', 'houses', 'trees', 'fences', 'power lines', 'person', 'bushes', 'street']","A quiet residential street with parked cars, houses, some greenery, and visible utility lines on an overcast day.",8377,38.89073433189007,-76.95139600475105,DC_images/dc_8377.jpg,22.08056640625,10.350830078125,26.58935546875,34.43994140625,0.0
7,6,"['trees', 'sidewalk', 'street', 'houses', 'stop sign', 'power lines', 'bushes', 'curb']","A quiet, tree-lined residential street with sidewalks and houses on either side.",2836,38.97180144766423,-77.06443084192617,DC_images/dc_2836.jpg,46.8251953125,2.099609375,12.321044921875,1.7675781250000002,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",The image shows a blank screen with a message indicating that no imagery is available.,9293,38.897931894044746,-76.93294652329016,DC_images/dc_9293.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
4,8,"['paved path', 'fence', 'trucks', 'lamp post', 'trees', 'buildings', 'clouds', 'sky']",A paved multi-use path runs alongside a fenced industrial area under a partly cloudy sky.,6113,38.91957113727358,-76.99750177981801,DC_images/dc_6113.jpg,15.519775390625002,1.732666015625,44.274658203125,23.5625,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",The image is blank with only a message stating there is no imagery available.,2006,38.91413842115024,-77.08052142334047,DC_images/dc_2006.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
3,5,"['fence', 'bushes', 'trees', 'sidewalk', 'cars', 'trash bins', 'houses', 'lawn', 'driveway', 'power lines']","A residential neighborhood view with bushes, a chain-link fence, and parked cars along a driveway under a clear blue sky.",8593,38.86911218946324,-76.94680144856743,DC_images/dc_8593.jpg,30.35986328125,3.01220703125,38.26806640625,14.250244140625002,0.0
0,0,"['text', 'white background']","The image shows a blank white area with the text 'Sorry, we have no imagery here.'",4364,38.84930137567611,-77.03206425593862,DC_images/dc_4364.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
0,0,"['text', 'white background']","This image is blank except for small centered text stating 'Sorry, we have no imagery here.'",5779,38.93398438315028,-77.004421487365,DC_images/dc_5779.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
6,7,"['house', 'sidewalk', 'trees', 'bushes', 'car', 'street', 'power lines', 'driveway', 'curb']","A quiet suburban street corner with mature trees, greenery, and a residential house partially visible.",6240,38.94299266230463,-76.99519393007253,DC_images/dc_6240.jpg,33.4267578125,5.393310546875,19.092041015625,29.26318359375,0.0
3,7,"['cars', 'sidewalk', 'people', 'traffic lights', 'utility poles', 'street signs', 'trees', 'buildings', 'crosswalk']","A busy urban intersection with vehicles, pedestrians, and utility poles under a partly cloudy sky.",7025,38.91956928630907,-76.97905160970126,DC_images/dc_7025.jpg,11.408447265625,0.8122558593750001,38.593505859375,27.970703125,0.0
0,0,"[""text ('Sorry, we have no imagery here.')""]",The image displays a blank background with a message indicating no available imagery.,5170,38.86371817278524,-77.01593946682779,DC_images/dc_5170.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
6,8,"['cars', 'trees', 'houses', 'sidewalk', 'street', 'trash cans', 'leaves']","A residential street lined with parked cars and trees, with houses on one side and scattered autumn leaves.",6780,38.88894162765807,-76.98367116504153,DC_images/dc_6780.jpg,24.9853515625,7.0986328125,22.4013671875,30.294677734375,0.0
5,8,"['road', 'sidewalk', 'trees', 'power lines', 'buildings', 'fence', 'traffic sign', 'bike lane barriers', 'grass']","A moderately scenic urban street with good connectivity, lined with trees, sidewalks, and bike lanes.",7446,38.8565086320906,-76.96985318173263,DC_images/dc_7446.jpg,30.5673828125,5.261962890625,20.12060546875,39.453857421875,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",The image is blank except for a message indicating that no imagery is available.,8500,38.90694839591114,-76.94907909267847,DC_images/dc_8500.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
6,9,"['trees', 'cars', 'bicycle lane', 'sidewalk', 'buildings', 'benches', 'bike racks', 'storefronts', 'street signs', 'outdoor seating']","A pleasant urban street lined with trees, bike lanes, parked cars, and shops on a clear day.",3834,38.92136468484672,-77.04362830491115,DC_images/dc_3834.jpg,21.584228515625,14.458251953125,19.611572265625,35.60595703125,0.0
5,7,"['sidewalk', 'railings', 'display wall with graphics', 'information posts', 'bushes', 'trees', 'buildings in the background']",A curved walking path bordered by greenery on one side and a display wall with information posts along the path.,7143,38.926775506148175,-76.97674298830779,DC_images/dc_7143.jpg,29.419189453125,0.8642578125,29.062255859375004,0.541015625,0.0
7,6,"['house', 'tree', 'sidewalk', 'fence', 'stairs', 'bushes', 'road', 'grass', 'windows', 'door']",A quiet residential street with a large tree in front of a classic two-story home surrounded by greenery and a wooden fence.,2716,38.96099026185709,-77.06672868072613,DC_images/dc_2716.jpg,45.4287109375,9.70703125,1.9375,25.640869140625,0.0
6,8,"['trees', 'cars', 'sidewalk', 'houses', 'fences', 'street', 'lawns']","A shady residential street with parked cars, large trees, and brick houses with small fenced yards.",5672,38.946595880788855,-77.00672941518053,DC_images/dc_5672.jpg,50.38818359375,8.070068359375,3.05419921875,25.321533203125,0.0
3,7,"['houses', 'fences', 'concrete path', 'street lamp', 'trash bins', 'satellite dish', 'grass', 'sidewalk']",A residential alleyway flanked by houses and fences with trash bins lined along a concrete path under a clear sky.,6872,38.84930429358037,-76.9813762304989,DC_images/dc_6872.jpg,11.561767578125,17.912841796875,36.298095703125,25.802490234375,0.0
0,0,"['text: Sorry, we have no imagery here.']",The image is a blank white space with a message indicating that no imagery is available.,6878,38.860114407803714,-76.98137340983575,DC_images/dc_6878.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
3,7,"['house', 'trees', 'sidewalk', 'street', 'car', 'traffic cones', 'fence', 'power lines', 'clouds', 'grass', 'trash bins']","A residential street with older houses, some greenery, and minimal traffic under a partly cloudy sky.",7599,38.9267733059859,-76.96751697160596,DC_images/dc_7599.jpg,22.385986328125,6.739501953125,24.482421875,38.461669921875,0.0
1,7,"['hallway', 'light fixture', 'flooring', 'white walls', 'door frame', 'electrical outlets']",A plain indoor hallway with light-colored walls and wood-pattern flooring leading to a small entryway.,3603,38.915957875749456,-77.04823730686735,DC_images/dc_3603.jpg,0.0,0.0,0.0,0.0,0.0
6,8,"['trees', 'sidewalk', 'cars', 'street', 'building', 'trash can', 'people']","A leafy urban street scene with parked cars, a pedestrian, and a building in the background, shaded by large trees.",3265,38.92316147469313,-77.0551613430085,DC_images/dc_3265.jpg,34.0107421875,12.27294921875,9.781005859375,24.318603515625,0.0
4,6,"['brick buildings', 'fence', 'sidewalk', 'grass', 'bushes', 'trees', 'dumpster', 'car', 'curb', 'street']","A small residential street corner with brick apartment buildings, greenery, and a clear blue sky.",8376,38.88893265720063,-76.95139723213296,DC_images/dc_8376.jpg,17.108154296875,15.12060546875,36.514404296875,23.023681640625,0.0
4,6,"['house', 'car', 'truck', 'sidewalk', 'tree', 'lawn chairs', 'fence', 'driveway']","A small residential house with a yard, trees, parked vehicles, and some outdoor seating on a quiet neighborhood street.",5723,38.83309048820487,-77.00441523960404,DC_images/dc_5723.jpg,37.688232421875,8.852783203125,19.92333984375,17.68212890625,0.0
0,0,"[""Text: 'Sorry, we have no imagery here.'"", 'Google watermark']",This image shows a blank area with text stating there is no available imagery.,8041,38.9015470413584,-76.95830570389707,DC_images/dc_8041.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
0,0,"['text: Sorry, we have no imagery here.']",A blank image stating that there is no imagery available.,3742,38.96100026987468,-77.04596017915038,DC_images/dc_3742.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'"", 'white background']",This image shows a blank white space with a message indicating no imagery is available.,8154,38.89974452445165,-76.95600112688007,DC_images/dc_8154.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
4,3,"['trees', 'chain-link fence', 'grass', 'sidewalk', 'sign', 'road', 'pavement']","A fenced grassy area with several trees, adjacent to a sidewalk and road under a partly cloudy sky.",422,38.935731657649086,-77.11284094474583,DC_images/dc_422.jpg,65.38623046875,0.846923828125,18.665283203125,8.6552734375,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'"", 'plain white background']",This image is a plain white background with a message stating that there is no imagery available.,4928,38.8384938381054,-77.02054114018281,DC_images/dc_4928.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'"", 'white background']",This is a placeholder image from Google Maps indicating that no imagery is available for this location.,8600,38.88172394350845,-76.94679204566955,DC_images/dc_8600.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",The image is blank except for a message stating no imagery is available.,5157,38.84029624819674,-77.01593423770356,DC_images/dc_5157.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
5,8,"['cars', 'crosswalk', 'traffic lights', 'house', 'street', 'trees', 'utility poles', 'sidewalk', 'clouds']","A suburban intersection with crosswalks, traffic lights, houses, and cars under a partly cloudy sky.",7261,38.93398167064905,-76.97443390025806,DC_images/dc_7261.jpg,9.175048828125,5.43408203125,36.742919921875,42.651611328125,0.0
5,6,"['trees', 'car', 'sidewalk', 'road', 'fence', 'bushes', 'street signs', 'buildings']","A quiet, suburban street lined with trees and a sidewalk, with a car driving along the road.",2034,38.96458483973031,-77.08057841849674,DC_images/dc_2034.jpg,27.49560546875,1.880126953125,27.9619140625,29.156982421875,0.0
0,0,"['text: Sorry, we have no imagery here.', 'white background']",This image is a blank screen with a message indicating that no imagery is available.,5792,38.95740591582688,-77.00442294026767,DC_images/dc_5792.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
3,8,"['road', 'cars', 'streetlights', 'trees', 'fence', 'buildings', 'overpass/bridge', 'guardrail']","A busy multi-lane urban road is bordered by trees, buildings, and a fenced median, with moderate traffic under a cloudy sky.",8495,38.89794004280984,-76.94908552294129,DC_images/dc_8495.jpg,11.33935546875,1.9873046875,37.142822265625,38.76708984375,0.0
6,9,"['crosswalk', 'trash can', 'buildings', 'cars', 'streetlight', 'roads', 'sidewalk', 'signpost', 'windows']",A crosswalk leads into a city street lined with historic and modern buildings on a clear day.,4848,38.89975057255008,-77.02286440975755,DC_images/dc_4848.jpg,0.0,26.010498046875004,22.102294921875,23.668701171875,0.0
7,8,"['tree', 'sidewalk', 'street', 'car', 'house', 'lamp post', 'grass', 'bushes', 'curb', 'stone wall']","A leafy residential street with sidewalks, parked cars, and well-maintained houses shaded by large trees.",2925,38.92676132997839,-77.06208364075212,DC_images/dc_2925.jpg,40.196044921875,12.808837890625,8.049560546875,30.645751953125,0.0
4,6,"['car', 'apartment building', 'trees', 'garbage bins', 'fence', 'concrete pavement']","A modern apartment building viewed from a shaded parking area with a parked car, trees, and garbage bins nearby.",4879,38.95560210768846,-77.0228823255276,DC_images/dc_4879.jpg,32.192138671875,15.164794921875,5.009521484375,10.089111328125,0.0
3,5,"['cars', 'carport', 'garage shed', 'houses', 'driveway', 'electric wires', 'tree', 'pavement']",A residential alley features parked cars under a carport and a small garage shed beside row houses.,7040,38.94659419610718,-76.97904366823259,DC_images/dc_7040.jpg,4.41259765625,14.78173828125,35.696533203125,33.11279296875,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'"", 'plain background']",This image displays a plain background with text indicating that there is no available imagery.,2695,38.92315546240595,-77.06669327708411,DC_images/dc_2695.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
5,6,"['street', 'buildings', 'sidewalk', 'trees', 'lamp post', 'fence', 'benches', 'construction barriers', 'windows', 'sky', 'clouds']","A quiet urban street lined with brick buildings, trees, and some construction work visible ahead under a bright blue sky.",5974,38.87452934892707,-76.99980817228408,DC_images/dc_5974.jpg,11.27099609375,24.44140625,23.278076171875,32.211181640625,0.0
6,7,"['cars', 'trees', 'sidewalk', 'street', 'houses', 'shrubs', 'utility poles', 'clouds', 'speed limit sign']","A quiet suburban street lined with trees, parked cars, and brick houses under a partly cloudy sky.",5784,38.9429926774627,-77.00442204606074,DC_images/dc_5784.jpg,28.788085937500004,3.975341796875,28.604980468750004,25.5537109375,0.0
0,0,"['text: Sorry, we have no imagery here.']",The image contains a blank background with a message stating there is no available imagery.,4808,38.82768325799283,-77.02284133404699,DC_images/dc_4808.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
5,9,"['cars', 'crosswalk', 'sidewalk', 'people', 'trees', 'buildings', 'bus stop shelter', 'street lights', 'clouds', 'bicycle racks']","A bustling city street scene with crosswalks, vehicles, pedestrians, and a mix of modern and historic buildings under a partly cloudy sky.",4396,38.906955085490864,-77.03209017317148,DC_images/dc_4396.jpg,7.57421875,20.67041015625,23.866943359375,36.16357421875,0.0
5,5,"['trees', 'fence', 'trash bins', 'brick path', 'blue building', 'portable toilet', 'power lines', 'shrubbery', 'gravel lot']","A shaded brick alleyway flanked by greenery and fencing, with some urban utility features and a blue building visible ahead.",5990,38.90335615225646,-76.99980809476173,DC_images/dc_5990.jpg,53.87353515625,3.7373046875,4.44189453125,10.964599609375,0.0
6,7,"['street', 'parked cars', 'trees', 'sidewalks', 'power lines', 'utility pole', 'traffic cone', 'grass', 'shrubbery']","A quiet residential street lined with trees, parked cars, and well-maintained sidewalks on a clear day.",2472,38.93216104889427,-77.07131505894706,DC_images/dc_2472.jpg,25.618408203125,0.103759765625,30.439453125,31.630859375,0.0
3,5,"['garage', 'trash bins', 'fence', 'sidewalk', 'residential houses', 'driveway', 'street', 'trees', 'windows']","A residential alley with a white garage, brick houses, and minimal greenery on a sunny day.",6927,38.94839624264119,-76.9813503423995,DC_images/dc_6927.jpg,2.716796875,16.3525390625,36.93212890625,26.824462890625,0.0
0,0,"[""text ('Sorry, we have no imagery here.')"", 'plain white background']",The image displays a blank white background with a message stating there is no available imagery.,5269,38.83669315898402,-77.01362983933765,DC_images/dc_5269.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
5,4,"['trees', 'shadows', 'concrete path', 'fence', 'garage door', 'overhead wires', 'plants', 'sidewalk']","A shaded alleyway flanked by trees, fences, and a residential garage, with dappled sunlight filtering through the foliage.",4073,38.9411845886473,-77.03902649240051,DC_images/dc_4073.jpg,36.306884765625,2.229736328125,9.003173828125,9.80078125,0.0
0,0,"['text: Sorry, we have no imagery here.']",This image displays a blank background with a message indicating that no imagery is available.,5847,38.851107447095394,-77.00211229460395,DC_images/dc_5847.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
6,2,"['trees', 'forest', 'metal barrier', 'pavement', 'leaves', 'vegetation']",A metal barrier blocks access to a forested area with sparse undergrowth and leafless trees.,8139,38.87271938658983,-76.95601778944632,DC_images/dc_8139.jpg,34.87744140625,0.0,23.39599609375,16.778564453125,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'"", 'white background']","This image consists of a plain white background with the message 'Sorry, we have no imagery here.' indicating no visible scenery or objects.",3641,38.98442074472773,-77.04828365754109,DC_images/dc_3641.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",The image is a plain white screen with a message stating there is no available imagery.,6084,38.86732259903538,-76.99750360878119,DC_images/dc_6084.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
5,6,"['trees', 'grass', 'paved road', 'curb', 'black SUV', 'utility poles', 'wires', 'other parked vehicles']","A quiet street lined with trees and greenery, featuring a few parked vehicles and power lines on a clear, sunny day.",5381,38.833090022205134,-77.0113256735414,DC_images/dc_5381.jpg,31.0087890625,0.0,29.06298828125,39.1083984375,0.0
6,5,"['car', 'sidewalk', 'house', 'trees', 'driveway', 'manhole cover', 'grass', 'bushes', 'flag', 'fence', 'power lines']","A residential driveway with a parked car, surrounded by trees and a house with a flag.",2488,38.96098753688542,-77.07134390243615,DC_images/dc_2488.jpg,44.60498046875,6.488525390625,14.511474609375,26.832763671875,0.0
7,4,"['houses', 'trees', 'shrubs', 'sidewalk', 'power lines', 'street', 'brick wall', 'vegetation']",A leafy residential street with lush greenery and charming houses partially hidden on a small hill.,2146,38.960983107859,-77.07826673430999,DC_images/dc_2146.jpg,50.326171875,5.99365234375,14.241455078125002,18.66162109375,0.0
6,7,"['trees', 'cars', 'garbage bins', 'houses', 'sidewalk', 'street', 'trailer']",A tree-lined residential street with parked cars and houses on both sides under a clear blue sky.,5106,38.95380126662924,-77.01826698965795,DC_images/dc_5106.jpg,37.007080078125,2.621337890625,16.083740234375,36.94189453125,0.0
7,5,"['trees', 'grass', 'sidewalk', 'people', 'benches', 'buildings (in background)']","A shaded park area with large trees, scattered benches, and people visible in the distance.",5184,38.8889416806717,-77.01594510203194,DC_images/dc_5184.jpg,86.016357421875,0.339111328125,13.541259765625,0.004638671875,0.0166015625
7,8,"['road', 'bicycle tire', 'parked car', 'trash bin', 'trees', 'grass', 'bike lane', 'clouds', 'sidewalk']","A road lined with trees features a dedicated bike lane, lush greenery, and a partly cloudy sky.",4713,38.86191486735721,-77.02515669738916,DC_images/dc_4713.jpg,36.183349609375,0.0,27.133544921875004,36.08740234375,0.0
0,0,"[""text: 'Sorry, we have no imagery here.'""]",This image is a blank screen with a message indicating that no imagery is available.,6682,38.91776865624277,-76.98597077780335,DC_images/dc_6682.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0
4,7,"['cars', 'sidewalk', 'houses', 'fences', 'trees', 'utility poles', 'power lines', 'awnings', 'street']","A quiet residential street lined with parked cars, single-family houses, utility poles, and greenery on a clear day.",9296,38.90333690704824,-76.93294144242134,DC_images/dc_9296.jpg,7.687988281249999,11.178955078125,39.478271484375,22.40478515625,0.0
