scenicness,connectivity,objects,description,id,latitude,longitude,image_path,greenery_pct,building_pct,sky_pct,road_pct,water_pct,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50
4,9,"['cars', 'trees', 'building', 'road', 'windows', 'storefront', 'lamp post', 'sidewalk', 'signs']",A row of parked cars lines a tree-adorned sidewalk in front of a modern urban apartment building.,4734,38.89975009854562,-77.02517004017585,DC_images/dc_4734.jpg,11.408935546875,43.78759765625,0.0,38.044921875,0.0,2.025737,-2.5428886,-0.82570297,-3.0172935,-0.7526637,-0.6443648,0.7784062,-0.044286884,0.68331456,0.29597488,-0.7021387,-0.64171034,0.5698267,-0.82857805,0.65388155,-0.2312006,0.10572895,0.6687056,0.5688974,0.15510863,0.07568541,-0.086548194,-0.6707288,0.661545,-0.4904124,1.0389848,-0.6210282,0.29327428,-0.15670846,0.099900045,0.6084612,-0.5078361,0.4676625,0.07288713,0.24688256,-0.12804958,0.06237466,-0.07951519,0.24134715,0.27853954,0.19877562,0.28800577,-0.11182303,0.021635212,-0.2367164,0.44161955,-0.011027696,-0.10102406,-0.2721119,-0.10938927
6,4,"['paved path', 'bare trees', 'grass', 'fence', 'shadow', 'dry leaves', 'blue sky']",A quiet pathway bordered by grass and trees with sparse autumn leaves under a clear blue sky.,7133,38.90875884807778,-76.97674886296303,DC_images/dc_7133.jpg,26.396240234375,0.254638671875,25.418701171875004,28.75537109375,0.0,1.6053798,1.6297095,-0.9994564,1.4870616,0.07514672,-0.77907,-0.77892035,-0.02631302,-0.76645565,0.3370751,0.8936168,-0.407597,-0.72447413,0.4656896,0.19294156,0.106556006,-0.10843155,-0.041829236,-0.41839084,0.4466915,-0.10156133,-0.19725934,0.40977022,0.2764633,0.9094862,-0.014075471,0.48240024,0.01179354,-0.17196363,-0.33268788,0.35479483,-0.6607541,0.37386248,0.48702556,0.19961065,0.19454241,-0.42986745,-0.18030636,0.118314594,0.029411653,0.45235533,0.010398311,-0.053931233,-0.22303215,0.24482413,-0.1429612,0.11793513,0.46999574,-0.26758194,0.27279678
4,8,"['cars', 'bus', 'traffic cones', 'street', 'sidewalk', 'apartment buildings', 'trees', 'streetlight', 'road markings']","A wide urban street lined with apartment buildings, cars, bare trees, and a bus lane under a partly cloudy sky.",4184,38.93578035993799,-77.0367167384714,DC_images/dc_4184.jpg,12.24755859375,12.481201171875,29.953613281250004,38.76611328125,0.0,2.1650507,2.2919888,-0.19181953,-1.795269,0.13472602,-0.5464738,-0.021821927,0.4126017,0.034098554,-0.18201135,-0.23370998,0.95707893,-0.34792244,0.37837002,-0.32809117,-0.05383361,-0.1836442,-0.10325106,-0.4669699,-0.5186217,-0.030840576,-0.1843948,0.51343936,-0.3433253,-0.51077616,-0.059536755,0.008594852,-0.08209783,0.028138662,-0.30530983,-0.130297,-0.13245365,0.15848078,0.07712033,0.0091259,-0.06271676,-0.08674991,0.083319105,-0.32866868,-0.0010086889,0.08910528,-0.31420675,-0.15095069,-0.18617193,0.09410864,0.21470691,-0.2033758,0.26166302,-0.094492786,0.14520866
5,7,"['sidewalk', 'bushes', 'trees', 'red brick building', 'windows', 'clouds', 'sky', 'railings']",A sidewalk runs beside a landscaped garden area with trees and shrubs in front of a red brick multi-story building under a blue sky with clouds.,1792,38.93935842073058,-77.08516373183296,DC_images/dc_1792.jpg,34.208984375,25.6357421875,19.519775390625,1.15966796875,0.0,1.5363181,-4.654101,-0.37456474,-1.4906557,-1.2628162,1.6605784,-1.0740722,-0.0231231,0.7962532,1.3080515,0.93687445,0.82663465,0.26081553,1.4402541,1.1134984,0.40634334,-0.9429411,-0.14600426,-0.8911863,0.5689468,0.42490432,-0.1534968,0.9264976,-0.48458767,-0.040038247,0.085926734,-1.0155447,0.044543352,0.08120771,0.5897461,-0.62479925,0.13658814,0.6027181,-0.28736377,0.2170021,0.40327117,0.16484271,0.06256863,-0.08954423,0.7818557,0.23910975,-0.23531087,0.24918818,0.21758597,-0.034052573,-0.059630625,-0.66818386,0.42181715,0.2800553,-0.45859486
5,6,"['street lamp', 'sidewalk', 'road', 'bushes', 'trees', 'car', 'sign']","A suburban road bordered by dense trees, a sidewalk, and a street lamp.",2119,38.91233832085066,-77.07821335275784,DC_images/dc_2119.jpg,50.94726562500001,0.02197265625,20.903564453125,20.572509765625,0.0,2.3451858,0.5191333,-0.23912278,0.083928525,-1.0168562,0.5684903,-0.93080956,-0.064133875,-0.089734845,-0.00761544,-0.39418504,-0.2580104,0.86921906,0.4680426,0.03660522,0.12922136,-0.8801155,0.6479293,-0.34683,0.04598213,-0.31178063,0.9996285,0.3900611,0.3454189,-0.24844137,-0.37094215,0.14097518,-0.1429026,0.19630559,0.28463352,0.17097172,0.062050283,0.16046652,-0.19337355,-0.6113511,0.25288233,0.20524463,0.26922354,-0.16040477,-0.06412387,-0.07200788,0.215566,-0.30347946,-0.1568427,-0.08477467,0.2907909,0.466418,-0.3409341,0.07885626,-0.061778087
6,2,"['red curtained window', 'statue candelabrum', 'pedestal', 'doorway', 'ornate molding']",An elegant interior with a tall window draped in red curtains beside a classical statue candelabrum on a pedestal.,4163,38.8979453740449,-77.0366972648815,DC_images/dc_4163.jpg,0.0,0.0,0.0,0.0,0.0,-0.2994196,-3.5218673,-2.813836,-1.3983158,1.1041746,-1.2386149,-1.6236184,0.769247,-0.060856506,-1.4711056,-1.3327824,-0.93528885,-0.7126147,0.46679434,-0.9566259,-0.22984104,0.19808306,-0.623435,1.0293947,0.61242473,-2.387947,-0.5541708,-0.25888637,-0.1468367,0.19707268,-1.1312395,0.18453686,1.4978479,-0.14026132,0.08494776,-1.4685916,0.096362025,0.62286633,-0.04573114,0.35732818,0.9074528,-1.3331473,-0.33666924,0.21525945,0.34842312,-1.0573195,0.07786793,-0.07956228,0.1097583,0.44386593,0.5512072,0.6103151,-0.50087285,-0.38215062,-0.6193684
0,0,"['text: Sorry, we have no imagery here.']",The image is a blank white screen with a message stating there is no imagery available.,7573,38.87992987444351,-76.96753829630093,DC_images/dc_7573.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0,-5.2868915,0.16616268,0.34411633,-0.03195057,-0.079150684,0.0016647396,-0.026636241,-0.016802615,-0.01751486,0.015676944,-0.0067000715,0.009896307,0.0032980556,-0.003364837,0.023908516,0.0020109362,-0.006625725,0.006026277,0.007975195,0.0026613176,0.0032133735,0.005582254,0.0070929695,-0.0029862786,-0.016690666,0.004781166,-0.0052798055,-0.0038521609,-0.0046137697,-0.0026802442,0.006152761,-0.010176946,0.002895462,0.004773272,-0.0016861238,-0.0011576265,-0.0014765593,0.0030810616,0.009234921,-0.0023241492,-0.00095749495,0.0039156782,-0.005453463,0.00089711434,-0.0049983147,0.0030743442,8.087491e-05,0.0019650653,-0.0012610053,0.0001613785
4,7,"['row houses', 'cars', 'driveway', 'chain-link fence', 'garbage bin', 'utility pole', 'wires', 'sidewalk', 'stairs', 'bushes', 'balcony', ""children's toys""]","A row of brick townhouses with cars parked in driveways and visible utility infrastructure on a clear, sunny day.",8834,38.892531804912494,-76.94217318975802,DC_images/dc_8834.jpg,14.693115234375002,19.213623046875,32.081298828125,10.971923828125,0.0,2.6364226,-2.090486,1.6250373,0.028544517,0.47273195,0.50916266,0.69689375,0.4919973,-1.7661365,1.0449847,0.618426,-0.20376378,0.1802641,0.13372733,0.3141528,-0.22284244,-0.51050854,0.27663013,0.84057057,-0.026718153,0.72921157,-0.33646837,-0.08532315,0.09519834,0.12078035,-0.60784614,-0.15598886,0.40005615,-0.345282,-0.2572474,0.041212875,-0.09324604,-0.10613112,-0.7221238,-0.10639029,0.25733408,-0.018146113,0.012123462,-0.05290348,-0.28250653,0.61174506,0.052332714,-0.031735897,0.36045107,-0.21838455,0.12919357,0.17356949,0.20740025,-0.003734475,-0.105966575
0,0,"[""text: 'Sorry, we have no imagery here.'""]",A blank image with a message stating that there is no available imagery for this location.,1783,38.92314347577482,-77.08514436702461,DC_images/dc_1783.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0,-5.2868915,0.16616268,0.34411633,-0.03195057,-0.079150684,0.0016647396,-0.026636241,-0.016802615,-0.01751486,0.015676944,-0.0067000715,0.009896307,0.0032980556,-0.003364837,0.023908516,0.0020109362,-0.006625725,0.006026277,0.007975195,0.0026613176,0.0032133735,0.005582254,0.0070929695,-0.0029862786,-0.016690666,0.004781166,-0.0052798055,-0.0038521609,-0.0046137697,-0.0026802442,0.006152761,-0.010176946,0.002895462,0.004773272,-0.0016861238,-0.0011576265,-0.0014765593,0.0030810616,0.009234921,-0.0023241492,-0.00095749495,0.0039156782,-0.005453463,0.00089711434,-0.0049983147,0.0030743442,8.087491e-05,0.0019650653,-0.0012610053,0.0001613785
7,5,"['paved road', 'trees', 'grass', 'trash bin']","A quiet road curves through a dense, green forest under a clear sky.",3398,38.95739404109848,-77.05288034020106,DC_images/dc_3398.jpg,61.81982421875,0.0,4.57861328125,33.6015625,0.0,1.7954439,1.6950767,-0.51013327,1.1646131,-0.64447385,-0.7429224,-1.3176851,0.4867939,0.39032263,0.25572208,-0.0502509,0.058062963,0.07757628,0.25131497,-0.0028375182,0.101455994,-0.2544248,0.7407049,-0.21016234,0.0754548,0.05101321,0.07938766,-0.13668628,-0.12869556,0.39540863,-0.008285227,0.19218421,-0.3775794,-0.35597005,0.23777637,-0.038182706,-0.6620255,0.09955876,-0.08566786,-0.26491717,0.11244148,-0.5648552,-0.46751797,-0.1135008,0.027378527,0.08402203,-0.09967357,0.017145192,-0.15254945,0.40969738,-0.3293684,0.087721825,-0.3987239,0.17872567,0.11044669
7,7,"['house', 'solar panels', 'trees', 'sidewalk', 'grass', 'curb', 'flowering plants', 'neighboring house', 'power lines']","A suburban house with solar panels on the roof, surrounded by greenery and a sidewalk in front.",2948,38.96819940179731,-77.06211973978252,DC_images/dc_2948.jpg,41.427978515625,8.22900390625,28.458251953125004,19.445556640625,0.0,2.851652,-0.48341247,1.9457872,1.3009115,1.2743385,-0.07611629,-0.45609093,-0.56046087,0.041842423,-0.3531521,0.49289048,-0.28940696,-0.43298596,-0.13624938,0.40603545,0.7054725,0.4077314,-0.06982733,0.27139384,-0.48878708,0.094005145,-0.029423507,-0.36016676,0.39904615,-0.41955057,-0.6228567,-0.25505948,-0.29746008,0.04206388,-0.30717242,-0.30941376,-0.17876741,0.060074415,0.09912104,0.2816378,-0.20536083,-0.18934168,0.12198504,-0.12260262,-0.3632084,-0.05293126,-0.12886442,-0.105226755,-0.10521358,-0.016360316,0.18829587,-0.536164,0.09698542,0.1925269,0.017135944
3,4,"['tree', 'trash bins', 'fence', 'utility pole', 'wooden building', 'sidewalk', 'grass', 'shrubbery']","A somewhat rundown residential area with scattered trash bins, overgrown grass, and a weathered wooden building.",7571,38.87632651743394,-76.96753993550243,DC_images/dc_7571.jpg,48.441162109375,16.6875,13.8056640625,5.95166015625,0.0,2.020069,-2.8269265,0.9123564,1.2730409,-0.9134076,0.78858405,0.8350097,-0.13021903,-0.012360614,0.6450772,-1.3222797,0.063120395,-0.93501663,0.5158996,0.4135476,-0.23953739,-0.69907093,-0.48865736,-0.19915934,0.33728278,0.5035051,-0.50012696,-0.2790211,-0.46049613,0.10915186,-0.06734941,-0.365602,-0.71808594,0.5101608,-0.7746031,-0.48240897,-0.49291417,-0.19464572,0.33557737,0.6428044,0.040617723,-0.050105203,-0.1615171,-0.6077407,0.08434489,-0.26222077,0.43780893,0.033238605,-0.44441596,-0.061817046,-0.067128435,0.27126563,0.11657878,0.22465785,0.35291553
5,6,"['road', 'wooden fence', 'vegetation', 'sidewalk', 'overpass/bridge', 'utility pole', 'road barriers', 'trees', 'yellow road lines']","A suburban road bordered by a wooden fence and greenery, featuring a pedestrian overpass and lane separation barriers.",759,38.9267298331682,-77.1059071862651,DC_images/dc_759.jpg,34.834716796875,0.0,16.888671875,42.3505859375,0.0,1.8683887,0.7597566,-0.26984903,0.25893858,-0.17121902,-0.28613693,0.8222702,-0.0804373,0.8262397,0.18138051,-0.0020932434,-0.52173215,-0.0165541,0.100551285,-0.5706733,-0.01785624,-0.08097714,0.2837,-0.18825257,-0.20942764,-0.007186269,-0.7139952,0.2804264,0.3122805,-0.14594094,0.632612,-0.45053455,-0.07615902,0.047831062,0.2532596,-0.2895681,0.06570189,-0.003796659,-0.010313376,0.050053082,0.31956163,0.012687446,-0.16474892,0.16205235,-0.17805928,-0.040677898,0.19491923,-0.021477357,0.18246047,-0.25019747,-0.18467116,-0.18652269,0.17166245,0.0019992292,0.026816243
4,3,"['tree', 'road', 'curb', 'fence', 'grass', 'sidewalk', 'sky']","A quiet street view with a few trees, grassy area, and a long white fence under a clear blue sky.",3925,38.87992708414707,-77.04129797856275,DC_images/dc_3925.jpg,39.8251953125,0.6376953125,22.66796875,32.82080078125,0.0,1.6551052,0.34923172,-1.0914019,1.6360776,-0.22258396,1.3283244,-0.84720343,-1.1241684,-0.26959738,-0.7664228,1.0680014,-0.43397516,-0.85729265,-0.80588096,0.39894825,-0.5048346,-0.0151098,-0.3162745,-0.23560818,-0.48627868,-0.46101192,-0.9007302,0.0043232804,0.33638048,-0.6227613,-0.052095316,-0.3922022,-0.31248444,0.17715304,-0.40625927,0.39517418,-0.7883988,-0.12152165,0.4255799,0.26902506,-0.15133564,0.020638462,-0.37054378,0.29044637,-0.44924852,0.042567767,-0.22681466,-0.26888135,0.13488051,0.6188121,0.103330165,0.3148257,0.17501923,-0.08110481,-0.27273685
0,0,"['text: Sorry, we have no imagery here.']",This image is a blank placeholder with text indicating a lack of available imagery.,4599,38.86191434812079,-77.02746110554725,DC_images/dc_4599.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0,-5.2868905,0.16616456,0.34411722,-0.031950228,-0.0791509,0.0016656572,-0.026635977,-0.016802637,-0.01751517,0.015677704,-0.0066995416,0.009895937,0.0032976223,-0.0033643865,0.023908926,0.002010784,-0.0066258125,0.006026984,0.007975861,0.0026609683,0.0032144478,0.0055828355,0.0070936787,-0.0029863983,-0.016691457,0.0047813114,-0.005279528,-0.0038510596,-0.004614743,-0.0026806127,0.006151469,-0.010177307,0.00289507,0.0047742045,-0.0016857347,-0.0011576894,-0.0014757189,0.003081027,0.009234117,-0.002323365,-0.0009566211,0.003916459,-0.0054529933,0.000897152,-0.004998477,0.0030749189,8.1211496e-05,0.0019650783,-0.001260109,0.00016252286
2,4,"['motorcycle', 'bicycle rack', 'fence', 'gated entry', 'trash bins', 'building', 'tree', 'signs', 'windows', 'bollards']","A gated alleyway alongside an apartment building with a motorcycle, trash bins, and a tree.",4292,38.92497109277046,-77.03440472671251,DC_images/dc_4292.jpg,25.4765625,37.4375,2.52001953125,7.361572265624999,0.0,2.6059623,-1.8872621,0.7982988,-1.0032828,-0.3600824,0.7844761,-0.3174062,-0.66015774,-0.39775527,0.16305074,-0.3844449,1.7193644,-1.1545572,-0.6706545,-0.84517395,-1.3686864,-0.118301414,-0.09182353,0.2861396,-0.42867583,-0.3123229,-0.14291756,1.1607665,-0.24153642,0.26350152,0.7502219,0.35052177,-0.3762061,-0.0006048671,0.6295714,-0.47578797,0.017525693,-0.57926023,0.22168882,-0.42085448,0.28851005,-0.444361,-0.12544061,0.5508579,-0.5454037,-0.15806575,0.14413476,-0.43203524,0.12626578,0.060693946,-0.30733365,0.20950899,-0.29731292,-0.21867451,0.05580432
6,5,"['cars', 'trees', 'road', 'sidewalk', 'trash bins', 'power lines', 'house (blurred)', 'grass', 'shrubs']","A suburban street lined with parked cars, trees, and a sidewalk beside houses and greenery.",7564,38.86371475041833,-76.96754567140421,DC_images/dc_7564.jpg,42.781005859375,2.22314453125,20.312744140625,30.364013671875,0.0,2.3174677,1.1547517,0.32208526,0.2037503,-0.36394146,-1.2048945,-0.4460383,1.2434781,0.80898464,1.0301713,0.34084457,-0.059767764,0.109526396,-0.48303518,0.41846088,0.34925994,-0.15313071,0.47953564,-0.4740614,0.20034193,-0.10990151,-0.3608159,0.4092663,0.041123316,0.32743675,0.21053317,-0.06308934,-0.33043787,-0.079411045,0.5987298,-0.07234131,0.63110584,-0.18619114,-0.039821308,-0.41475996,0.3173859,-0.0011695747,-0.203931,-0.14636481,-0.31198508,-0.19927959,0.044339396,-0.2761111,-0.17949136,0.107106775,0.11714822,0.12746538,-0.057603642,0.24036922,0.13165274
2,3,"['garages', 'trash bins', 'trees', 'fence', 'concrete path', 'shed']","A narrow alley with garages, trash bins, and trees partly obscured by a blur on the left side of the image.",5214,38.94299167195816,-77.01595719089681,DC_images/dc_5214.jpg,20.86328125,30.458251953125,24.155517578125,0.0,0.009033203125,0.927616,-0.9431689,-0.9721914,2.4504135,1.4169658,-0.61399126,0.5947545,-0.8443103,-0.9768916,-0.101252414,0.80883473,-0.6892839,-0.41408852,-0.7714269,-0.35796323,0.7207865,0.17827849,-0.57493687,-0.43634686,0.6687711,0.48583248,0.30016905,-0.21212518,-1.0288036,0.276813,0.28387222,-0.44153988,0.26381212,0.09647083,-0.54261893,-0.6178652,-0.19623394,-0.60643923,-0.17145167,-0.10250802,0.40656814,0.777092,-0.41592762,0.43487903,-0.9472789,0.013106613,-0.096839726,-0.51661956,-0.57990366,-0.5188227,0.5011786,0.6802824,0.26390654,-0.13900903,-0.053323075
5,7,"['houses', 'trees', 'crosswalk', 'road', 'sidewalk', 'bushes', 'telephone wires', 'sky', 'clouds']","A suburban street with residential houses, lush trees, and a bright, clear sky.",9510,38.87811073179545,-76.9283552852116,DC_images/dc_9510.jpg,17.949462890625,4.796630859375,31.42138671875,42.024658203125,0.0,1.914644,0.7468159,-0.15108441,0.07030348,-0.291886,-0.054946315,0.74124247,0.18599485,0.4005969,-0.33073324,0.87300223,-0.17032611,-0.061058193,-0.77120894,-0.08299447,0.09716606,-0.8662429,-1.111639,-0.002286604,-0.08064029,0.08250872,-0.09878194,-0.17693458,-0.03410734,-0.22858724,0.21343593,-0.09688642,-0.08505944,-0.15276094,-0.1969495,-0.33329254,-0.075228244,-0.11263817,0.33001956,0.47715488,-0.32437137,-0.19234501,-0.08310503,-0.11832468,-0.023325015,-0.16458152,0.11849142,0.04227959,-0.08062245,0.06676341,-0.17648919,0.03708266,0.37190503,-0.26582122,-0.09231709
0,0,"[""text ('Sorry, we have no imagery here.')""]",The image is a blank placeholder with text stating that there is no available imagery.,5278,38.85290835676198,-77.0136329354862,DC_images/dc_5278.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0,-5.2868915,0.16616268,0.34411633,-0.03195057,-0.079150684,0.0016647396,-0.026636241,-0.016802615,-0.01751486,0.015676944,-0.0067000715,0.009896307,0.0032980556,-0.003364837,0.023908516,0.0020109362,-0.006625725,0.006026277,0.007975195,0.0026613176,0.0032133735,0.005582254,0.0070929695,-0.0029862786,-0.016690666,0.004781166,-0.0052798055,-0.0038521609,-0.0046137697,-0.0026802442,0.006152761,-0.010176946,0.002895462,0.004773272,-0.0016861238,-0.0011576265,-0.0014765593,0.0030810616,0.009234921,-0.0023241492,-0.00095749495,0.0039156782,-0.005453463,0.00089711434,-0.0049983147,0.0030743442,8.087491e-05,0.0019650653,-0.0012610053,0.0001613785
3,8,"['cars', 'road', 'street lamps', 'trees', 'sidewalk', 'median', 'guardrail', 'bridge']","A multi-lane road with light traffic leads to a bridge, flanked by street lamps and bordered by trees under a cloudy sky.",6337,38.91236428177669,-76.99288995571054,DC_images/dc_6337.jpg,7.566650390625,0.017578125,44.15869140625,44.865478515625,0.0,1.913272,1.5097319,-0.94011915,-1.0372034,-1.0622178,0.502412,0.07381083,0.117375165,-0.72764695,0.9081438,-0.17237176,-0.43266207,0.12493537,-0.22792648,-0.4929703,-0.09492396,0.35568228,0.088197015,-0.23129274,-0.5144497,-0.83162856,0.19699669,-0.5874627,-0.54770726,-0.44300723,0.41731584,0.2814488,-0.06924956,-0.19035442,-0.5938783,0.3250926,0.026576092,-0.17472099,0.026653925,-0.49189034,0.21734561,-0.27608716,0.07564155,0.16289137,0.48902324,0.015752561,0.1419407,-0.063538626,0.057492018,-0.040523138,0.32196522,-0.12463529,-0.45280603,0.057142764,-0.061573584
6,7,"['houses', 'cars', 'trees', 'sidewalk', 'street', 'lawn', 'utility lines']","A quiet suburban street lined with trees, brick houses, and parked cars under a clear blue sky.",8024,38.87091855150407,-76.95832359856678,DC_images/dc_8024.jpg,23.88232421875,7.2041015625,24.8056640625,36.603759765625,0.0,2.651978,0.04145478,1.1784682,0.19989294,-0.14953783,-0.2883406,-0.3753765,0.024801783,-0.58287936,-0.15464507,1.0783601,0.20051238,0.18824676,-0.34366098,-0.01983991,0.7633955,0.3582939,-0.33595404,0.31161052,0.17709114,-0.09187706,0.06882114,-0.36600575,0.034511715,0.42379764,-0.285308,-0.036568854,-0.23347256,0.11267563,0.12129739,-0.2703886,0.30461684,-0.50471133,-0.12748186,-0.20031187,-0.12379003,0.34117672,-0.090660796,0.30012637,0.14199327,0.20926282,-0.0112150265,-0.26481932,-0.24249585,-0.036825195,-0.12805068,0.1035064,0.33398047,-0.20161302,-0.15948153
6,7,"['road', 'trees', 'grass', 'sky']","A quiet road runs next to a green, wooded area under a partly cloudy sky.",8143,38.87992610246456,-76.95601334732945,DC_images/dc_8143.jpg,58.01025390625,0.0,8.82177734375,33.04296875,0.0,1.7521315,0.93473095,-1.0167651,1.8459165,-0.7135919,-0.46254832,-1.3149074,-1.0070437,-0.092569806,0.06587751,0.6421889,-0.5953865,-0.5855994,0.17096394,0.12829548,0.08659437,0.05275801,-0.14003241,0.3828663,-0.42262912,0.4856244,-0.11907961,-0.60028493,0.35668987,-0.14709675,-0.2515479,-0.21400051,0.26753172,-0.41866323,0.4229048,0.123766355,-0.7453986,0.49940807,0.23145108,0.06921945,-0.049308147,0.101983435,-0.72815317,-0.60312015,-0.19028743,-0.24173951,0.013513303,-0.07594763,-0.017840745,0.3195142,-0.30219293,0.19396645,0.13683334,0.18727295,0.09450744
0,0,"[""text: 'Sorry, we have no imagery here.'""]",This image is a blank screen with a message stating that there is no imagery available.,3623,38.951991078379486,-77.04826169086023,DC_images/dc_3623.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0,-5.2868915,0.16616268,0.34411633,-0.03195057,-0.079150684,0.0016647396,-0.026636241,-0.016802615,-0.01751486,0.015676944,-0.0067000715,0.009896307,0.0032980556,-0.003364837,0.023908516,0.0020109362,-0.006625725,0.006026277,0.007975195,0.0026613176,0.0032133735,0.005582254,0.0070929695,-0.0029862786,-0.016690666,0.004781166,-0.0052798055,-0.0038521609,-0.0046137697,-0.0026802442,0.006152761,-0.010176946,0.002895462,0.004773272,-0.0016861238,-0.0011576265,-0.0014765593,0.0030810616,0.009234921,-0.0023241492,-0.00095749495,0.0039156782,-0.005453463,0.00089711434,-0.0049983147,0.0030743442,8.087491e-05,0.0019650653,-0.0012610053,0.0001613785
4,7,"['tree', 'bushes', 'lamp post', 'sidewalk', 'street signs', 'glass building', 'cars (reflected in glass)']","A city sidewalk scene with greenery, a lamp post with signs, and a modern glass building in the background.",5648,38.90335595884071,-77.00672533589461,DC_images/dc_5648.jpg,47.806640625,30.269287109375,0.0617675781249999,4.607421875,0.0,0.48736373,-3.3808668,-2.339866,-1.671337,-0.41744122,-0.33555356,-0.31860313,-1.1264379,1.2991416,0.3726939,-0.7545728,1.1270068,1.1815745,-0.5888464,0.26976264,-0.7766445,-0.61761165,0.34191626,0.42442083,0.2213092,-0.10992439,0.96137005,0.40556458,0.054284275,2.0465815,0.018005693,-1.0976493,-0.04479124,0.9381917,-1.1690233,0.6501762,0.26945668,-0.0053273845,-0.013136639,0.77979386,-0.14379695,-0.3739523,-0.28064498,-0.22217838,-0.025126092,-0.18108328,0.1918937,0.01948604,0.021944799,-0.16219585,0.27292192,-0.027108233,0.6148263,-0.18592815,-0.3190189
0,0,"[""text: 'Sorry, we have no imagery here.'""]",A blank image with a message indicating no available imagery.,3994,38.798851829718025,-77.03894873416705,DC_images/dc_3994.jpg,0.0009765625,0.0,99.9990234375,0.0,0.0,-5.2868905,0.16616456,0.34411722,-0.031950228,-0.0791509,0.0016656572,-0.026635977,-0.016802637,-0.01751517,0.015677704,-0.0066995416,0.009895937,0.0032976223,-0.0033643865,0.023908926,0.002010784,-0.0066258125,0.006026984,0.007975861,0.0026609683,0.0032144478,0.0055828355,0.0070936787,-0.0029863983,-0.016691457,0.0047813114,-0.005279528,-0.0038510596,-0.004614743,-0.0026806127,0.006151469,-0.010177307,0.00289507,0.0047742045,-0.0016857347,-0.0011576894,-0.0014757189,0.003081027,0.009234117,-0.002323365,-0.0009566211,0.003916459,-0.0054529933,0.000897152,-0.004998477,0.0030749189,8.1211496e-05,0.0019650783,-0.001260109,0.00016252286
6,7,"['cars', 'trees', 'road', 'sidewalk', 'buildings', 'utility poles', 'grass']",A tree-lined suburban street with parked cars and some brick and residential buildings on a sunny day.,9863,38.89792470841414,-76.92141866890391,DC_images/dc_9863.jpg,45.157958984375,4.76171875,6.715087890625,32.0,0.0,2.5576937,0.34779742,1.0747132,-0.24079238,-0.19932772,-0.76515704,0.36070907,-0.122136295,-0.22836852,-0.6034996,0.52009493,0.42755756,0.6821909,-0.01747052,-0.26939306,0.013577577,-0.7612512,-0.16793114,0.13216019,0.21536022,0.19000664,0.30186534,-0.032243937,-0.1780177,0.30299884,-0.31749383,0.3512147,0.056255545,-0.06318385,0.0054644137,-0.34741932,0.07974027,-0.330813,0.16135938,0.18089513,-0.24431387,-0.20671476,0.11065297,-0.06226316,-0.009200223,-0.3382817,0.049849093,0.074312806,0.025148293,-0.026468216,-0.13835745,0.010119921,0.11185119,-0.14604189,0.043402243
4,6,"['brick buildings', 'cars', 'sidewalk', 'utility pole', 'streetlights', 'fence', 'grassy field', 'trees', 'people', 'power lines']","A suburban street corner featuring brick residential buildings, a grassy park area, and several utility poles and parked cars.",8720,38.89253292343531,-76.944478586542,DC_images/dc_8720.jpg,11.217041015625,7.6640625,36.5458984375,41.127685546875,0.0,2.6125658,1.3096133,1.0564059,-0.1723045,0.12196599,0.34370825,-0.6242052,1.0334551,-0.5843919,0.68298304,-0.43078044,-0.3221061,-0.5683553,-0.031241206,-0.2611173,0.11379018,0.14958969,0.16609131,-0.42476854,-0.32569396,-0.33675495,0.3228473,-0.07115444,0.21831827,0.17559743,-0.07877951,-0.17779954,-0.02938123,0.088118516,-0.0069550257,0.19181679,-0.039987978,0.3737303,-0.2638848,-0.1783287,0.058049753,0.08181184,-0.3388076,0.06655675,0.026964186,0.14258955,0.28810084,-0.05000024,0.006072987,-0.1736081,0.22751494,0.27620304,0.15876994,-0.09519809,-0.2333609
